show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s604,Movie,The Last Love,S. S. Rajamouli,Scarlett Johansson; Ryan Gosling; Robert Downey Jr.,Australia,"February 15, 2019",1988,TV-G,120 min,"Romantic Movies, Documentaries","Robert Downey Jr. stars in this gripping Romantic Movies about choices, fate, and second chances."
s605,TV Show,Secret of Memories,Anubhav Sinha,Ryan Gosling; N. T. Rama Rao Jr.; Emma Stone,United Kingdom,"October 29, 2020",2018,PG,4 Seasons,"Comedies, Dramas, Kids' TV","N. T. Rama Rao Jr. stars in this gripping Comedies about choices, fate, and second chances."
s606,TV Show,Secret of Kings,David Fincher,Dhanush; Prabhas; Tom Cruise,Spain,"August 20, 2016",1982,PG,6 Seasons,"Documentaries, Horror Movies","When everything goes wrong, Tom Cruise must fight to set things right in this Documentaries."
s607,Movie,Secret of Memories,Zoya Akhtar,N. T. Rama Rao Jr.; Chris Hemsworth; Vijay Deverakonda,Germany,"September 17, 2016",1993,TV-G,173 min,"Sci-Fi & Fantasy, Action & Adventure","When everything goes wrong, Vijay Deverakonda must fight to set things right in this Sci-Fi & Fantasy."
s608,TV Show,Battle for Kings,James Cameron,Chris Hemsworth; Deepika Padukone,France,"October 14, 2018",2007,TV-PG,8 Seasons,"Horror Movies, Anime, Comedies","In France, a group of strangers cross paths in this emotional Horror Movies."
s609,Movie,Mystery of Kota,Spike Lee,N. T. Rama Rao Jr.; Robert Downey Jr.; Prabhas; Leonardo DiCaprio,Australia,"September 16, 2024",1983,TV-G,170 min,"Documentaries, Mystery, Action & Adventure","When everything goes wrong, Leonardo DiCaprio must fight to set things right in this Documentaries."
s610,TV Show,Journey to Warrior,Martin Scorsese,Scarlett Johansson; N. T. Rama Rao Jr.,Mexico,"March 12, 2017",1980,PG-13,2 Seasons,"Thrillers, Romantic Movies","A Thrillers story set in Mexico, following Scarlett Johansson on an unexpected journey."
s611,Movie,Return of Revenge,Karan Johar,Leonardo DiCaprio; Chris Hemsworth; Robert Downey Jr.,Japan,"April 16, 2022",2001,PG,135 min,"Action & Adventure, Documentaries, Dramas","When everything goes wrong, Chris Hemsworth must fight to set things right in this Action & Adventure."
s612,TV Show,Shadows of Destiny,Spike Lee,Leonardo DiCaprio; Emma Stone; Ryan Gosling; Scarlett Johansson,Mexico,"December 02, 2023",2022,TV-PG,2 Seasons,"Anime, Documentaries, Crime TV Shows","A Anime story set in Mexico, following Leonardo DiCaprio on an unexpected journey."
s613,Movie,Rise of Time,S. S. Rajamouli,Shah Rukh Khan; Chris Hemsworth; Tom Cruise,Australia,"June 03, 2021",2010,PG-13,168 min,"Mystery, Kids' TV","When everything goes wrong, Chris Hemsworth must fight to set things right in this Mystery."
s614,TV Show,Battle for Universe,Patty Jenkins,Alia Bhatt; Leonardo DiCaprio,India,"January 02, 2023",2014,TV-14,7 Seasons,"Mystery, Romantic Movies","A Mystery story set in India, following Leonardo DiCaprio on an unexpected journey."
s615,Movie,Rise of Love,David Fincher,Alia Bhatt; Prabhas; Ram Charan; Tom Cruise,Mexico,"January 07, 2017",1980,PG,137 min,"Horror Movies, Dramas","Prabhas stars in this gripping Horror Movies about choices, fate, and second chances."
s616,Movie,Legend of Destiny,Rajkumar Hirani,Robert Downey Jr.; Vijay Deverakonda; Dhanush,Japan,"May 07, 2018",2003,PG,101 min,"Romantic Movies, Sci-Fi & Fantasy","In Japan, a group of strangers cross paths in this emotional Romantic Movies."
s617,TV Show,Secret of Destiny,Martin Scorsese,Vijay Deverakonda; Ryan Gosling; Leonardo DiCaprio; Deepika Padukone,Germany,"October 18, 2021",2014,PG,4 Seasons,"Mystery, Thrillers","A Mystery story set in Germany, following Ryan Gosling on an unexpected journey."
s618,Movie,Legend of Storm,Martin Scorsese,Scarlett Johansson; Prabhas; Tom Cruise,Japan,"June 03, 2017",2017,PG-13,115 min,"Action & Adventure, Comedies, Kids' TV","Prabhas stars in this gripping Action & Adventure about choices, fate, and second chances."
s619,TV Show,Dreams of Silence,Zoya Akhtar,Deepika Padukone; Emma Stone,France,"October 15, 2022",1989,PG,4 Seasons,"Comedies, Mystery, Documentaries","When everything goes wrong, Deepika Padukone must fight to set things right in this Comedies."
s620,Movie,City of Empire,Karan Johar,N. T. Rama Rao Jr.; Chris Hemsworth; Tom Cruise,Canada,"November 14, 2015",1997,TV-MA,148 min,"Comedies, Action & Adventure, Romantic Movies","In Canada, a group of strangers cross paths in this emotional Comedies."
s621,TV Show,Dreams of Code,Martin Scorsese,Deepika Padukone; Chris Hemsworth,India,"March 25, 2019",1994,R,2 Seasons,"Comedies, Kids' TV","A heartfelt Comedies exploring family, friendship, and dreams in India."
s622,TV Show,Shadows of Queens,S. S. Rajamouli,Ryan Gosling; Vijay Deverakonda; Tom Cruise; Ranbir Kapoor,Japan,"January 15, 2018",2018,TV-MA,1 Seasons,"Action & Adventure, Anime, Sci-Fi & Fantasy","When everything goes wrong, Ranbir Kapoor must fight to set things right in this Action & Adventure."
s623,Movie,Shadows of Kings,Greta Gerwig,Ranbir Kapoor; Emma Stone,United Kingdom,"August 07, 2016",2004,PG,174 min,"Documentaries, Mystery","A heartfelt Documentaries exploring family, friendship, and dreams in United Kingdom."
s624,TV Show,City of Universe,Spike Lee,Leonardo DiCaprio; Shah Rukh Khan; Vijay Deverakonda,South Korea,"August 19, 2020",1998,PG-13,7 Seasons,"Crime TV Shows, Documentaries","In South Korea, a group of strangers cross paths in this emotional Crime TV Shows."
s625,TV Show,Echoes of Universe,Karan Johar,Prabhas; Robert Downey Jr.,Mexico,"September 10, 2017",1985,TV-14,1 Seasons,"Comedies, Kids' TV, Crime TV Shows","When everything goes wrong, Prabhas must fight to set things right in this Comedies."
s626,Movie,City of Love,Zoya Akhtar,Alia Bhatt; Scarlett Johansson; Chris Hemsworth,Australia,"February 17, 2017",1980,TV-PG,134 min,"Mystery, Sci-Fi & Fantasy, Crime TV Shows","A heartfelt Mystery exploring family, friendship, and dreams in Australia."
s627,TV Show,Return of Silence,Martin Scorsese,Shah Rukh Khan; Prabhas; Robert Downey Jr.; Leonardo DiCaprio,United Kingdom,"October 05, 2020",2002,TV-MA,7 Seasons,"Anime, Action & Adventure, Horror Movies","A heartfelt Anime exploring family, friendship, and dreams in United Kingdom."
s628,Movie,Voices in Love,Greta Gerwig,Vijay Deverakonda; Ranbir Kapoor; Dhanush,Canada,"January 10, 2015",2005,TV-14,119 min,"Thrillers, Anime","A Thrillers story set in Canada, following Ranbir Kapoor on an unexpected journey."
s629,TV Show,Journey to Memories,Christopher Nolan,Dhanush; Leonardo DiCaprio; Ranbir Kapoor; Vijay Deverakonda,India,"January 22, 2015",2002,TV-PG,3 Seasons,"Romantic Movies, Dramas, Comedies","A Romantic Movies story set in India, following Leonardo DiCaprio on an unexpected journey."
s630,Movie,Shadows of Time,Anubhav Sinha,Vijay Deverakonda; Chris Hemsworth,United Kingdom,"August 18, 2023",2022,PG-13,108 min,"Anime, Horror Movies, Documentaries","A heartfelt Anime exploring family, friendship, and dreams in United Kingdom."
s631,TV Show,Chronicles of Storm,S. S. Rajamouli,Dhanush; Prabhas; Vijay Deverakonda,Germany,"May 19, 2023",2007,TV-MA,6 Seasons,"Mystery, Comedies","Dhanush stars in this gripping Mystery about choices, fate, and second chances."
s632,TV Show,Escape from Queens,Anubhav Sinha,Emma Stone; Dhanush; Chris Hemsworth; Prabhas,Brazil,"March 26, 2017",2010,TV-PG,5 Seasons,"Comedies, Crime TV Shows, Kids' TV","In Brazil, a group of strangers cross paths in this emotional Comedies."
s633,TV Show,City of Universe,Rajkumar Hirani,N. T. Rama Rao Jr.; Prabhas; Robert Downey Jr.; Ram Charan,United States,"May 31, 2016",1989,PG-13,1 Seasons,"Thrillers, Dramas","When everything goes wrong, Robert Downey Jr. must fight to set things right in this Thrillers."
s634,Movie,Legend of Queens,Anubhav Sinha,Tom Cruise; Ranbir Kapoor; Shah Rukh Khan,India,"July 14, 2023",2007,TV-14,159 min,"Action & Adventure, Documentaries","In India, a group of strangers cross paths in this emotional Action & Adventure."
s635,Movie,Return of Kota,James Cameron,Scarlett Johansson; Shah Rukh Khan; Ryan Gosling,India,"November 11, 2022",2012,PG,103 min,"Sci-Fi & Fantasy, Documentaries","A Sci-Fi & Fantasy story set in India, following Shah Rukh Khan on an unexpected journey."
s636,TV Show,Dreams of Warrior,David Fincher,Ram Charan; Chris Hemsworth,Australia,"March 28, 2017",1985,TV-G,1 Seasons,"Romantic Movies, Kids' TV, Documentaries","Ram Charan stars in this gripping Romantic Movies about choices, fate, and second chances."
s637,TV Show,Chronicles of Silence,Anubhav Sinha,Robert Downey Jr.; Deepika Padukone; Scarlett Johansson,Brazil,"July 31, 2015",1999,TV-MA,5 Seasons,"Horror Movies, Romantic Movies, Anime","Robert Downey Jr. stars in this gripping Horror Movies about choices, fate, and second chances."
s638,Movie,Escape from Silence,Christopher Nolan,Emma Stone; Alia Bhatt,Spain,"April 17, 2020",1997,PG,92 min,"Romantic Movies, Documentaries","In Spain, a group of strangers cross paths in this emotional Romantic Movies."
s639,Movie,Chronicles of Love,S. S. Rajamouli,Chris Hemsworth; Emma Stone; Deepika Padukone; N. T. Rama Rao Jr.,United Kingdom,"September 18, 2018",2003,TV-PG,126 min,"Mystery, Sci-Fi & Fantasy, Documentaries","A Mystery story set in United Kingdom, following N. T. Rama Rao Jr. on an unexpected journey."
s640,Movie,Echoes of Revenge,Martin Scorsese,Alia Bhatt; Chris Hemsworth; Tom Cruise; Emma Stone,Canada,"March 01, 2017",2008,TV-MA,89 min,"Crime TV Shows, Documentaries, Anime","A Crime TV Shows story set in Canada, following Chris Hemsworth on an unexpected journey."
s641,Movie,Return of Memories,David Fincher,Deepika Padukone; Dhanush; N. T. Rama Rao Jr.,Japan,"November 23, 2018",2003,R,160 min,"Mystery, Romantic Movies","A heartfelt Mystery exploring family, friendship, and dreams in Japan."
s642,Movie,Secret of Chaos,Martin Scorsese,Deepika Padukone; Ryan Gosling; Prabhas; Ranbir Kapoor,United States,"May 08, 2021",1983,TV-G,168 min,"Sci-Fi & Fantasy, Crime TV Shows, Kids' TV","Deepika Padukone stars in this gripping Sci-Fi & Fantasy about choices, fate, and second chances."
s643,TV Show,Dreams of Destiny,Rajkumar Hirani,N. T. Rama Rao Jr.; Scarlett Johansson; Tom Cruise,Spain,"April 27, 2017",1991,TV-MA,3 Seasons,"Kids' TV, Thrillers","When everything goes wrong, Tom Cruise must fight to set things right in this Kids' TV."
s644,TV Show,The Last Warrior,Greta Gerwig,Tom Cruise; Ryan Gosling,Spain,"March 11, 2021",1987,TV-14,4 Seasons,"Dramas, Horror Movies","In Spain, a group of strangers cross paths in this emotional Dramas."
s645,Movie,Dreams of Code,Greta Gerwig,Shah Rukh Khan; Ram Charan,Canada,"December 29, 2020",1987,TV-MA,163 min,"Horror Movies, Romantic Movies, Comedies","Ram Charan stars in this gripping Horror Movies about choices, fate, and second chances."
s646,TV Show,City of Universe,Patty Jenkins,Emma Stone; Chris Hemsworth; Vijay Deverakonda,United States,"March 28, 2024",2002,TV-14,5 Seasons,"Action & Adventure, Dramas, Kids' TV","A Action & Adventure story set in United States, following Vijay Deverakonda on an unexpected journey."
s647,TV Show,Shadows of Kota,James Cameron,Scarlett Johansson; Ram Charan; Shah Rukh Khan,Canada,"August 21, 2018",1997,TV-14,7 Seasons,"Action & Adventure, Documentaries, Anime","A Action & Adventure story set in Canada, following Ram Charan on an unexpected journey."
s648,TV Show,Rise of Code,Martin Scorsese,Leonardo DiCaprio; Ram Charan; Dhanush,United Kingdom,"February 12, 2017",2016,R,3 Seasons,"Thrillers, Dramas, Documentaries","When everything goes wrong, Leonardo DiCaprio must fight to set things right in this Thrillers."
s649,Movie,Mystery of Empire,S. S. Rajamouli,Prabhas; Scarlett Johansson,Canada,"February 07, 2020",2005,TV-MA,172 min,"Crime TV Shows, Dramas","When everything goes wrong, Scarlett Johansson must fight to set things right in this Crime TV Shows."
s650,Movie,Echoes of Empire,S. S. Rajamouli,Robert Downey Jr.; Prabhas,Canada,"August 21, 2023",1985,PG-13,98 min,"Thrillers, Dramas","A Thrillers story set in Canada, following Prabhas on an unexpected journey."
s651,Movie,Return of Destiny,Martin Scorsese,Dhanush; Ram Charan; Prabhas,Spain,"September 20, 2018",2010,TV-14,111 min,"Dramas, Mystery, Kids' TV","A Dramas story set in Spain, following Dhanush on an unexpected journey."
s652,TV Show,City of Code,S. S. Rajamouli,Ram Charan; Prabhas; Chris Hemsworth; Alia Bhatt,United States,"July 17, 2017",2007,R,3 Seasons,"Horror Movies, Sci-Fi & Fantasy, Anime","When everything goes wrong, Ram Charan must fight to set things right in this Horror Movies."
s653,Movie,Rise of Kota,S. S. Rajamouli,Alia Bhatt; Ranbir Kapoor,Germany,"November 09, 2015",2001,TV-MA,126 min,"Comedies, Thrillers","A heartfelt Comedies exploring family, friendship, and dreams in Germany."
s654,TV Show,Voices in Memories,Patty Jenkins,Ram Charan; Prabhas,Brazil,"September 15, 2022",1999,PG,5 Seasons,"Horror Movies, Documentaries","In Brazil, a group of strangers cross paths in this emotional Horror Movies."
s655,Movie,Mystery of Time,Christopher Nolan,Ranbir Kapoor; Leonardo DiCaprio,United Kingdom,"May 19, 2019",2008,TV-PG,180 min,"Anime, Comedies","Leonardo DiCaprio stars in this gripping Anime about choices, fate, and second chances."
s656,Movie,Rise of Queens,Karan Johar,Leonardo DiCaprio; N. T. Rama Rao Jr.,France,"December 15, 2018",2000,R,134 min,"Anime, Thrillers, Horror Movies","When everything goes wrong, Leonardo DiCaprio must fight to set things right in this Anime."
s657,TV Show,Chronicles of Silence,Rajkumar Hirani,Vijay Deverakonda; Deepika Padukone; Dhanush,Canada,"April 25, 2019",1985,PG,7 Seasons,"Crime TV Shows, Comedies","Vijay Deverakonda stars in this gripping Crime TV Shows about choices, fate, and second chances."
s658,Movie,Secret of Revenge,Karan Johar,Vijay Deverakonda; Prabhas; Robert Downey Jr.; Chris Hemsworth,Germany,"January 18, 2019",1988,PG-13,138 min,"Action & Adventure, Documentaries, Mystery","Vijay Deverakonda stars in this gripping Action & Adventure about choices, fate, and second chances."
s659,Movie,Secret of Love,Spike Lee,Ranbir Kapoor; Scarlett Johansson; Ryan Gosling; Chris Hemsworth,Mexico,"October 06, 2019",2003,TV-MA,169 min,"Comedies, Crime TV Shows","A Comedies story set in Mexico, following Scarlett Johansson on an unexpected journey."
s660,Movie,Dreams of Storm,Karan Johar,Prabhas; Alia Bhatt,India,"February 21, 2015",2006,TV-14,177 min,"Action & Adventure, Sci-Fi & Fantasy, Kids' TV","When everything goes wrong, Alia Bhatt must fight to set things right in this Action & Adventure."
s661,TV Show,Journey to Universe,Zoya Akhtar,Chris Hemsworth; Ranbir Kapoor; Robert Downey Jr.; Prabhas,United States,"November 18, 2024",2021,TV-MA,3 Seasons,"Crime TV Shows, Dramas","When everything goes wrong, Prabhas must fight to set things right in this Crime TV Shows."
s662,TV Show,Mystery of Destiny,Patty Jenkins,Tom Cruise; Ryan Gosling; Alia Bhatt; Scarlett Johansson,United Kingdom,"January 18, 2018",1985,PG,7 Seasons,"Action & Adventure, Anime","When everything goes wrong, Ryan Gosling must fight to set things right in this Action & Adventure."
s663,Movie,City of Time,Spike Lee,Prabhas; Ram Charan; Ryan Gosling; Shah Rukh Khan,South Korea,"July 06, 2018",2005,TV-G,128 min,"Action & Adventure, Romantic Movies","In South Korea, a group of strangers cross paths in this emotional Action & Adventure."
s664,Movie,Chronicles of Love,S. S. Rajamouli,Ryan Gosling; Tom Cruise,Germany,"April 25, 2015",1995,PG-13,100 min,"Crime TV Shows, Comedies","In Germany, a group of strangers cross paths in this emotional Crime TV Shows."
s665,Movie,Return of Storm,Rajkumar Hirani,Robert Downey Jr.; Alia Bhatt,Spain,"December 15, 2015",1982,PG,141 min,"Dramas, Romantic Movies","In Spain, a group of strangers cross paths in this emotional Dramas."
s666,TV Show,Battle for Queens,Anubhav Sinha,Scarlett Johansson; Leonardo DiCaprio; N. T. Rama Rao Jr.; Vijay Deverakonda,Mexico,"December 28, 2018",1988,TV-PG,2 Seasons,"Horror Movies, Kids' TV, Comedies","A Horror Movies story set in Mexico, following Leonardo DiCaprio on an unexpected journey."
s667,TV Show,Echoes of Warrior,Zoya Akhtar,Robert Downey Jr.; Ranbir Kapoor; Prabhas; Ram Charan,Brazil,"March 11, 2020",1985,TV-PG,2 Seasons,"Mystery, Sci-Fi & Fantasy","Ranbir Kapoor stars in this gripping Mystery about choices, fate, and second chances."
s668,TV Show,Mystery of Empire,Zoya Akhtar,Emma Stone; Ranbir Kapoor,Germany,"December 28, 2021",2007,TV-MA,7 Seasons,"Sci-Fi & Fantasy, Thrillers","A heartfelt Sci-Fi & Fantasy exploring family, friendship, and dreams in Germany."
s669,TV Show,Rise of Empire,S. S. Rajamouli,Ranbir Kapoor; N. T. Rama Rao Jr.,Spain,"February 19, 2021",1985,R,2 Seasons,"Anime, Action & Adventure, Documentaries","A heartfelt Anime exploring family, friendship, and dreams in Spain."
s670,TV Show,Return of Love,Karan Johar,Prabhas; Vijay Deverakonda,Mexico,"August 28, 2023",2009,PG-13,8 Seasons,"Documentaries, Mystery, Action & Adventure","A Documentaries story set in Mexico, following Vijay Deverakonda on an unexpected journey."
s671,TV Show,Journey to Chaos,Greta Gerwig,Ram Charan; Vijay Deverakonda; Tom Cruise,Brazil,"June 12, 2016",2008,PG-13,6 Seasons,"Horror Movies, Mystery","In Brazil, a group of strangers cross paths in this emotional Horror Movies."
s672,Movie,Mystery of Time,Patty Jenkins,Robert Downey Jr.; Ryan Gosling; N. T. Rama Rao Jr.; Alia Bhatt,Mexico,"March 17, 2024",2015,TV-MA,99 min,"Comedies, Anime, Sci-Fi & Fantasy","Robert Downey Jr. stars in this gripping Comedies about choices, fate, and second chances."
